Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,44.94,24.88,39.71,-7.99,28.41,-12.21,-2.81,312.82,58.6,-18.0,
Free Cash Flow Growth % YOY,51.57,23.89,36.39,-2.74,26.52,-20.23,4.17,320.73,59.71,-18.7,
Cap Ex as a % of Sales,1.86,2.16,3.28,0.78,1.57,4.09,1.7,2.24,2.29,2.46,1.96
Free Cash Flow/Sales %,39.88,39.16,40.65,34.87,41.82,28.84,26.02,49.26,60.0,52.39,42.82
Free Cash Flow/Net Income,1.04,1.06,1.08,0.96,1.25,1.08,0.95,1.01,1.08,1.18,1.01
