Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,67.66,-6.75,-10.82,-7.95,84.08,-10.04,-1.66,20.68,-0.57,-80.73,
Free Cash Flow Growth % YOY,199.26,-12.02,16.18,-28.88,90.42,8.64,-15.96,34.95,-22.99,,
Cap Ex as a % of Sales,4.17,4.06,2.79,3.28,5.14,3.49,4.47,4.56,6.6,6.69,5.69
Free Cash Flow/Sales %,4.93,4.24,5.55,3.47,5.85,6.28,5.44,7.25,5.99,-4.55,7.08
Free Cash Flow/Net Income,1.3,1.0,0.96,0.57,1.14,1.38,1.13,1.32,1.7,-1.57,2.84
