Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,56.52,56.05,55.75,53.3,54.22,53.47,51.94,51.45,51.82,51.55,50.82
Gross Margin,43.48,43.95,44.25,46.7,45.78,46.53,48.06,48.55,48.18,48.45,49.18
SG&A,30.11,31.66,32.36,33.43,32.62,33.06,33.64,33.42,33.32,35.31,36.77
R&D,,,,,,,,,,,
Other,,,1.69,2.62,,,,,,0.66,1.51
Operating Margin,13.37,12.29,10.2,10.66,13.16,13.47,14.42,15.14,14.86,12.47,10.9
Net Int Inc & Other,-0.83,-1.19,-1.14,-0.92,-0.85,-0.4,-0.74,-0.71,-0.67,-0.7,-0.71
EBT Margin,12.54,11.1,9.07,9.74,12.31,13.07,13.68,14.42,14.19,11.78,10.19
