Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,16.62,10.22,18.64,13.8,10.08,10.66,2.68,7.97,9.52,12.4,12.51
3-Year Average,25.22,14.9,15.1,14.17,14.12,11.51,7.75,7.05,6.68,9.95,
5-Year Average,25.02,22.1,20.75,15.42,13.82,12.63,11.05,8.98,8.14,8.59,
10-Year Average,28.8,26.38,25.18,23.13,20.96,18.66,16.44,14.71,11.72,11.18,
