Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,55.2,55.24,53.1,53.63,54.61,55.19,54.98,57.18,57.59,57.84,58.32
Gross Margin,44.8,44.76,46.9,46.37,45.39,44.81,45.02,42.82,42.41,42.16,41.68
SG&A,20.44,19.27,18.42,19.44,18.59,18.65,18.23,19.17,23.87,25.38,35.21
R&D,,,,,,,,,,,
Other,0.29,0.18,1.72,1.17,1.49,1.65,1.79,1.88,2.2,4.6,4.13
Operating Margin,24.07,25.31,26.76,25.75,25.32,24.51,25.0,21.77,16.33,12.18,2.35
Net Int Inc & Other,-3.57,-3.25,-3.18,-2.7,-3.1,-2.7,-2.7,-2.69,-2.57,-2.97,-3.03
EBT Margin,20.5,22.06,23.58,23.06,22.21,21.81,22.3,19.08,13.76,9.21,-0.68
