Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,13.03,81.17,12.89,12.27,19.32,12.04,11.68,12.15,17.44,11.95,12.37
R&D,,,,,,,,,,,
Other,80.3,33.24,88.11,83.92,77.82,83.65,85.87,85.88,83.92,86.91,83.39
Operating Margin,6.67,-14.42,-1.0,3.81,2.86,4.3,2.46,1.98,-1.36,1.15,4.24
Net Int Inc & Other,0.08,0.32,,0.08,0.09,,,,,,
EBT Margin,6.75,-14.1,-1.0,3.89,2.95,4.3,2.46,1.98,-1.36,1.15,4.24
