Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,106.91,15.52,-39.44,72.65,49.44,-30.61,-27.43,74.57,-65.9,53.04,
Free Cash Flow Growth % YOY,379.69,-0.74,,,166.53,-72.54,,,,,
Cap Ex as a % of Sales,9.57,11.3,26.6,23.25,19.34,20.67,24.73,19.8,19.63,12.38,9.36
Free Cash Flow/Sales %,26.89,19.54,-4.86,6.83,13.16,3.95,-3.74,9.65,-6.78,3.31,10.1
Free Cash Flow/Net Income,1.11,0.81,-0.19,0.25,0.44,0.2,-0.08,0.79,-1.36,0.23,0.69
