Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,7.54,2.94,7.89,15.77,-3.46,14.1,8.85,5.44
3-Year Average,,,,,,6.1,8.74,6.44,8.44,6.24,
5-Year Average,,,,,,,,5.95,7.21,8.41,
10-Year Average,,,,,,,,,,,
