Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,1.59,7.89,34.94,3.68,-8.56,-12.94,-2.49,7.66,-18.48,-4.97,-13.87
3-Year Average,3.34,8.12,13.93,14.71,8.56,-6.2,-8.1,-2.95,-5.06,-5.87,
5-Year Average,3.43,4.75,9.95,12.08,6.99,3.74,1.66,-2.82,-7.39,-6.67,
10-Year Average,13.86,10.31,8.59,5.78,4.72,3.59,3.2,3.37,1.88,-0.07,
