Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,26.11,,,114.71,187.67,-16.19,51.7,6.37,-79.58,5.17,-18.52
3-Year Average,45.3,,-42.62,-31.49,,72.99,54.07,10.59,-30.93,-38.87,
5-Year Average,17.82,,-14.4,-10.48,3.13,-4.96,,52.89,-4.5,-21.91,
10-Year Average,,,-0.84,-0.66,7.28,5.82,8.88,14.4,-7.54,-10.26,
