Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,28.77,-10.99,-6.22,30.52,11.65,41.2,1.82,14.94,-20.24,9.15,
Free Cash Flow Growth % YOY,34.17,-2.71,-7.97,32.96,10.6,49.99,2.73,19.33,-22.01,7.45,
Cap Ex as a % of Sales,2.65,2.26,2.05,2.0,2.23,2.3,2.13,1.95,1.99,2.25,2.25
Free Cash Flow/Sales %,7.72,9.88,8.11,8.73,9.25,13.67,13.47,16.88,14.12,14.14,14.14
Free Cash Flow/Net Income,0.76,1.94,0.85,0.75,0.79,1.15,1.08,1.29,1.14,1.08,1.08
