Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,81.01,7.69,55.84,51.25,17.63,9.6,-62.18,-48.02,,-103.54
3-Year Average,,,26.54,44.83,36.41,40.49,24.93,-21.29,-40.05,,
5-Year Average,,13.48,6.77,,36.72,40.14,26.76,2.82,-17.45,,
10-Year Average,,,54.4,24.89,25.65,20.35,19.93,4.78,,,
