Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,57.19,60.2,68.18,68.45,69.96,69.58,71.94,71.9,70.02,69.52,69.33
Gross Margin,42.81,39.8,31.82,31.55,30.04,30.42,28.06,28.1,29.98,30.48,30.67
SG&A,3.68,3.33,4.74,3.83,3.08,2.89,2.94,3.06,4.28,4.78,4.25
R&D,,,,,,,,,,,
Other,21.36,18.87,15.7,13.84,11.85,11.09,11.95,12.44,17.42,21.98,19.75
Operating Margin,17.77,17.61,11.37,13.89,15.11,16.45,13.17,12.6,8.29,3.72,6.66
Net Int Inc & Other,-0.1,-0.14,-0.18,-0.07,-0.05,-0.07,,-0.07,-0.12,-0.2,-0.24
EBT Margin,17.67,17.47,11.2,13.82,15.06,16.38,13.17,12.53,8.17,3.52,6.42
