Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,41.82,7.54,11.57,4.79,12.75,41.86,28.85,
3-Year Average,,,2.28,,,19.38,7.93,9.64,18.78,27.26,
5-Year Average,,,21.57,16.47,10.29,,,14.99,14.99,19.23,
10-Year Average,,,,,,,27.58,18.23,15.73,14.67,
