Key Efficiency Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Days Sales Outstanding,,,,,,,185.33,34.0,71.6,1.84,1.84
Days Inventory,,,,,,,938.57,91.94,11896.83,,
Payables Period,,,,,,,5983.66,1173.09,193384.95,,
Cash Conversion Cycle,,,,,,,-4859.76,-1047.15,-181416.52,,
Receivables Turnover,,,,,,,1.97,10.74,5.1,198.41,198.41
Inventory Turnover,,,,,,,0.39,3.97,0.03,,
Fixed Assets Turnover,,,,,,,,4.9,1.29,0.12,0.12
Asset Turnover,,,,,,,0.17,1.69,0.47,0.03,0.03
