Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,49.19,47.19,49.05,48.23,48.17,48.48,48.3,49.18,49.63,50.41,50.49
Gross Margin,50.81,52.81,50.95,51.77,51.83,51.52,51.7,50.82,50.37,49.59,49.51
SG&A,32.56,33.57,35.58,32.83,31.06,30.04,30.29,29.75,28.99,29.52,29.28
R&D,,,,,,,,,,,
Other,,,0.04,,0.01,-0.01,-0.02,-0.03,-0.04,-0.01,-0.03
Operating Margin,18.26,19.24,15.32,18.93,20.77,21.5,21.43,21.1,21.42,20.09,20.26
Net Int Inc & Other,0.07,0.04,0.09,0.04,0.02,0.01,0.02,,-0.07,-0.15,-0.19
EBT Margin,18.33,19.28,15.41,18.98,20.78,21.51,21.45,21.09,21.35,19.93,20.07
