Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,18.81,93.75,-10.92,-4.13,48.29,53.62,4.94,2.94,-51.07,94.05,-359.01
3-Year Average,51.74,62.74,27.05,18.28,8.19,29.74,33.71,18.39,-19.15,-0.76,
5-Year Average,22.37,61.37,43.24,29.77,23.86,30.39,15.34,18.73,3.78,9.52,
10-Year Average,6.6,14.6,26.41,14.65,20.36,26.32,36.43,30.41,16.05,16.47,
