Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,22.92,21.85,19.5,18.06,17.15,17.08,17.9,17.31,16.9,16.91,16.91
Gross Margin,77.08,78.15,80.5,81.94,82.85,82.92,82.1,82.69,83.1,83.09,83.09
SG&A,45.09,42.94,41.01,39.44,39.02,39.52,38.38,38.45,38.45,38.71,38.71
R&D,15.9,15.87,13.41,12.06,12.88,14.15,15.23,15.45,16.75,16.76,16.76
Other,0.81,0.66,,,,0.16,,,0.45,0.63,0.63
Operating Margin,15.28,18.67,26.08,30.44,30.95,29.08,28.5,28.8,27.44,26.98,26.98
Net Int Inc & Other,2.91,1.49,0.86,0.88,0.43,0.49,0.22,0.44,0.13,0.55,0.55
EBT Margin,18.19,20.16,26.94,31.32,31.38,29.57,28.71,29.24,27.56,27.54,27.54
