Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,-47.13,-53.14,109.76,69.77,-35.27,,,-44.24,41.67
3-Year Average,,,,,-19.6,18.61,32.09,,3.21,-1.8,
5-Year Average,,,,,,,-10.6,,31.38,0.8,
10-Year Average,,,,,,,,,,,
