Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,6.51,14.96,30.02,-1.15,2.6,-7.24,34.11,40.49,-7.52,-15.83,-22.85
3-Year Average,36.37,36.49,16.77,13.9,9.66,-2.01,8.48,20.46,20.33,3.02,
5-Year Average,21.29,26.56,30.54,26.72,10.06,7.06,10.41,12.13,10.64,6.35,
10-Year Average,48.07,43.8,33.44,15.16,11.68,13.95,18.21,20.99,18.41,8.19,
