Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,60.72,61.07,60.31,64.42,66.56,66.76,67.58,59.7,60.03,60.44,60.33
Gross Margin,39.28,38.93,39.69,35.58,33.44,33.24,32.42,40.3,39.97,39.56,39.67
SG&A,26.28,25.75,27.33,21.24,20.19,20.28,20.36,24.71,24.99,25.02,25.3
R&D,5.56,5.02,5.53,3.61,3.28,3.21,3.01,4.19,4.46,4.42,4.34
Other,0.22,0.31,0.4,4.03,1.96,1.47,1.52,0.51,0.52,0.54,0.54
Operating Margin,7.22,7.85,6.43,6.7,8.01,8.28,7.52,10.89,10.0,9.58,9.49
Net Int Inc & Other,1.54,-8.3,-2.3,-2.94,-1.0,-1.99,-1.3,-2.3,-1.94,-4.31,-4.39
EBT Margin,8.77,-0.45,4.13,3.77,7.01,6.29,6.21,8.6,8.06,5.27,5.1
