Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,15.41,10.18,6.63,-17.43,12.57,12.07
3-Year Average,,,,,,,,10.68,-1.01,-0.3,
5-Year Average,,,,,,,,,,4.74,
10-Year Average,,,,,,,,,,,
