Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,17.74,-2.67,14.44,-14.97,14.95,-92.83,329.74,-83.15,,,
Free Cash Flow Growth % YOY,389.96,-69.1,265.4,-13.22,10.73,,,,,,
Cap Ex as a % of Sales,3.72,15.22,2.76,1.59,1.55,1.15,1.24,2.63,1.35,1.22,1.95
Free Cash Flow/Sales %,20.49,5.59,16.7,11.19,8.36,-0.52,1.0,-2.33,-12.4,-17.91,-19.0
Free Cash Flow/Net Income,3.69,0.92,2.41,1.5,1.19,-1.09,0.39,-0.48,-6.85,-8.47,-4.7
