Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,9.1,2.72,11.3,39.6,-5.72,-14.07,5.47,12.58,14.88,-1.76,
3-Year Average,9.62,7.88,7.64,16.86,13.57,4.19,-5.11,0.67,10.9,8.31,
5-Year Average,-19.93,-20.19,8.53,14.3,10.42,5.27,5.83,6.07,2.02,2.86,
10-Year Average,,,,,,-8.19,-8.1,7.3,7.99,6.58,
