Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,47.94,76.12,39.38,35.8,42.59,47.86,41.7,41.75,39.16,41.91,41.72
R&D,,,,,,,,,,,
Other,29.44,58.07,20.18,18.91,22.39,24.46,21.4,30.37,19.02,17.69,16.58
Operating Margin,0.99,-101.47,-9.71,15.22,19.04,11.31,25.81,19.04,32.51,30.74,31.97
Net Int Inc & Other,-21.63,-67.28,-50.15,-30.07,-15.98,-16.37,-11.1,-8.84,-9.31,-9.66,-9.74
EBT Margin,0.99,-101.47,-9.71,15.22,19.04,11.31,25.81,19.04,32.51,30.74,31.97
