Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,433.0,,,464.0,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,202.28,175.38,65.06,32.48,76.07,57.55,82.4,98.94,105.3,86.92,79.77
Free Cash Flow/Sales %,-166.45,-131.98,-25.88,-2.4,-61.5,-33.91,-54.7,-58.93,-61.45,-30.98,-11.77
Free Cash Flow/Net Income,-3.56,18.56,3.72,0.02,5.7,16.74,-2.79,-1.63,-1.55,-0.65,-0.17
