Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,15.61,8.16,-15.21,11.15,12.71,-5.12,19.85,6.08,-25.37,12.08,-3.91
3-Year Average,16.4,13.74,1.97,0.64,2.03,5.93,8.62,6.45,-1.73,-3.9,
5-Year Average,14.03,14.68,7.66,6.76,5.84,1.74,3.85,8.61,0.29,0.18,
10-Year Average,15.01,13.55,18.01,10.03,9.62,7.71,9.13,8.13,3.47,2.97,
