Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,45.94,47.14,51.65,26.14,25.43,26.48,27.63,29.22,32.71,35.08,35.07
Gross Margin,54.06,52.86,48.35,73.86,74.57,73.52,72.37,70.78,67.29,64.92,64.93
SG&A,12.97,11.24,9.32,29.5,27.41,28.41,28.81,28.69,26.01,23.72,24.61
R&D,,,,,,,,,,,
Other,6.02,20.04,5.45,4.93,4.38,5.48,5.69,4.86,4.7,7.43,6.49
Operating Margin,35.07,21.58,33.59,39.43,42.79,39.63,37.87,37.23,36.58,33.77,33.83
Net Int Inc & Other,-29.62,-1.57,0.17,-0.35,-0.17,1.01,1.27,1.33,0.59,3.8,-0.22
EBT Margin,5.45,20.01,33.76,39.07,42.62,40.65,39.14,38.56,37.17,37.57,33.61
