Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,7.55,4.96,-42.87,76.0,16.99,4.51,7.0,-10.23,-24.25,-22.41,29.93
3-Year Average,17.01,13.69,-13.6,1.81,5.56,29.1,9.37,0.13,-10.06,-19.19,
5-Year Average,23.48,18.33,-0.8,8.12,5.84,5.23,5.64,15.63,-2.31,-10.01,
10-Year Average,4.82,6.82,-0.77,2.07,15.01,13.99,11.8,7.1,2.77,-2.41,
