Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,15.19,,,109.63,3.71,47.19,-39.0,64.71,16.24,-25.67,41.16
3-Year Average,113.25,,-9.31,10.72,,47.36,-2.35,13.93,5.31,12.48,
5-Year Average,,,44.4,12.36,10.15,15.68,,26.31,12.26,5.02,
10-Year Average,,,,21.79,,,5.11,35.05,12.31,7.56,
