Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,18.43,17.66,16.82,17.31,20.05,22.82,17.68,17.76,16.97,16.24,16.51
Gross Margin,81.57,82.34,83.18,82.69,79.95,77.18,82.32,82.24,83.03,83.76,83.49
SG&A,50.34,49.44,49.5,48.52,46.06,44.43,50.45,47.87,51.12,51.38,51.39
R&D,17.8,16.26,16.21,11.02,13.02,8.24,11.64,11.54,12.2,11.5,11.57
Other,,,,3.73,,3.07,0.44,0.4,2.07,1.89,1.78
Operating Margin,13.43,16.64,17.47,19.42,20.87,21.45,19.79,22.43,17.65,18.99,18.75
Net Int Inc & Other,-0.01,0.15,0.04,0.16,0.45,0.6,0.41,0.33,0.01,0.15,0.15
EBT Margin,13.42,16.79,17.51,19.58,21.32,22.05,20.2,22.75,17.66,19.15,18.9
