Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,47.34,35.42,19.71,39.35,31.86,19.8,23.24,12.33,13.64,6.86,11.07
3-Year Average,48.03,42.75,33.67,31.21,30.05,30.09,24.87,18.37,16.31,10.91,
5-Year Average,53.21,48.18,39.37,37.15,34.42,28.97,26.56,24.97,19.97,15.03,
10-Year Average,,49.93,43.59,41.85,41.38,40.57,36.95,31.97,28.27,24.35,
