Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,12.2,40.96,-2.02,1.75,11.2,-37.35,-10.43,77.35
3-Year Average,,,,,,15.72,12.01,3.5,-10.83,-14.55,
5-Year Average,,,,,,,,11.89,-0.42,-9.06,
10-Year Average,,,,,,,,,,,
