Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,2063.55,,,26.22,3.25,44.75,12.94,16.08,5.28,6.59,
3-Year Average,65.84,,207.73,19.35,,23.56,19.07,23.81,11.34,9.21,
5-Year Average,56.29,,43.78,47.24,106.97,20.5,,19.85,15.58,16.32,
10-Year Average,,,45.16,31.64,29.65,37.24,,31.27,30.46,55.16,
