Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-3.98,5.58,-8.27,-3.68,8.53,-7.05,6.97,-5.05,7.16,18.49,
Free Cash Flow Growth % YOY,1.4,10.26,-12.63,-1.01,-2.22,-31.44,50.83,-0.34,7.2,28.14,
Cap Ex as a % of Sales,9.1,9.12,10.0,8.82,9.9,11.06,9.09,8.22,9.51,9.84,9.5
Free Cash Flow/Sales %,9.23,10.11,10.03,9.36,8.56,5.75,8.47,8.43,9.76,11.91,12.17
Free Cash Flow/Net Income,1.06,1.25,1.19,1.23,1.19,0.96,12.08,0.91,1.68,1.37,1.26
