Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-32.96,-30.75,12.46,-20.95,71.85,20.9,19.99,12.37,3.91,13.17,
3-Year Average,4.49,-17.51,-19.48,-14.93,15.17,17.99,35.59,17.69,11.9,9.74,
5-Year Average,10.38,-2.72,-2.34,-12.98,-6.64,5.05,17.25,17.23,23.82,13.9,
10-Year Average,6.24,1.47,-3.7,-1.3,7.02,7.68,6.8,7.0,3.8,3.12,
