Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,22.98,26.09,28.41,28.0,29.7,29.96,18.07,18.92,20.61,22.35,23.22
Gross Margin,77.02,73.91,71.59,72.0,70.3,70.04,81.93,81.08,79.39,77.65,76.78
SG&A,40.16,33.72,37.86,33.29,32.6,31.84,36.62,37.9,39.44,36.4,36.89
R&D,8.08,8.5,9.2,9.92,10.6,11.18,11.08,11.18,10.74,12.41,12.82
Other,20.79,7.39,7.83,6.36,6.73,6.5,4.51,3.83,3.63,2.95,3.1
Operating Margin,7.99,24.3,16.69,22.43,20.37,20.52,29.72,28.17,25.57,25.89,23.96
Net Int Inc & Other,1.79,1.26,16.3,0.48,13.19,1.39,1.42,0.44,2.43,14.77,15.82
EBT Margin,9.79,25.56,32.99,22.91,33.56,21.92,31.14,28.61,28.0,40.66,39.78
