Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,36.0,,,-28.8,-21.96,-79.53,,,,,
Free Cash Flow Growth % YOY,196.84,,,-17.89,-25.83,,,,,,
Cap Ex as a % of Sales,2.76,1.9,2.16,1.2,0.92,1.36,1.31,1.21,1.16,0.33,0.33
Free Cash Flow/Sales %,3.02,-4.31,3.29,2.75,1.81,-0.8,-3.46,-1.34,-2.31,3.83,3.83
Free Cash Flow/Net Income,0.47,-1.36,0.68,-0.09,0.68,-0.26,-2.07,-72.47,0.25,12.54,12.54
