Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,277.0,,,,,,,,,,
Cap Ex as a % of Sales,9.28,4.39,,8.15,12.54,3.15,,,,5.95,4.04
Free Cash Flow/Sales %,7.96,-3.43,24.11,-12.6,-17.68,17.63,2.64,9.15,5.93,18.39,15.84
Free Cash Flow/Net Income,0.48,-0.16,1.1,-0.54,-0.61,0.75,0.1,0.31,0.2,0.64,0.52
