Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,21.18,36.36,34.4,25.45,30.6,38.62,35.92,40.24,55.49,18.65,77.78
Gross Margin,78.82,63.64,65.6,74.55,69.4,61.38,64.08,59.76,44.51,81.35,22.22
SG&A,,17.08,44.5,43.26,48.95,63.88,48.94,26.15,70.35,31.29,139.47
R&D,,13.51,18.58,36.92,37.39,22.82,11.98,15.23,51.1,29.1,150.4
Other,97.59,27.07,121.11,39.01,15.97,10.61,6.95,37.17,59.62,36.85,108.06
Operating Margin,-17.6,7.94,-113.95,-41.68,-30.96,-24.65,5.15,-16.84,-95.52,-8.85,-360.91
Net Int Inc & Other,,,,,,-0.02,-0.41,0.71,1.95,4.08,17.44
EBT Margin,-17.6,7.94,-113.95,-41.68,-30.96,-24.68,4.74,-16.13,-93.56,-4.76,-343.47
