Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,17.06,8.95,-6.88,5.33,-6.89,-0.67,-0.08,-3.74,-5.88,6.21,2.88
3-Year Average,18.18,15.03,5.9,2.85,-1.37,0.34,-2.59,-1.51,-3.26,-1.27,
5-Year Average,17.28,15.12,10.86,7.94,3.38,0.47,-1.03,-0.45,-3.49,-0.92,
10-Year Average,,,,,9.0,7.96,6.18,4.66,2.47,1.36,
