Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,48.46,24.28,8.7,19.05,13.18,18.59,14.85,24.46,11.89,6.49,6.39
3-Year Average,44.71,40.84,26.11,17.16,13.57,16.91,15.52,19.23,16.95,14.04,
5-Year Average,34.43,37.44,32.56,29.31,22.0,16.64,14.81,17.96,16.51,15.1,
10-Year Average,,145.37,71.09,27.56,21.65,25.22,25.62,25.05,22.74,18.5,
