Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,72.32,6.2,,,13.73,26.58,-26.95,23.41,9.39,17.88,54.72
3-Year Average,34.85,53.55,,-19.55,-17.7,,1.69,4.5,-0.47,16.75,
5-Year Average,33.68,38.82,,12.16,0.4,-5.6,-12.41,,7.26,8.03,
10-Year Average,,,,,,12.33,10.27,5.18,9.68,4.15,
