Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,12.12,-6.61,6.57,4.98,1.67,
3-Year Average,,,,,,,,3.72,1.47,4.39,
5-Year Average,,,,,,,,,,3.56,
10-Year Average,,,,,,,,,,,
