Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,23.37,24.34,22.07,56.91,37.46,24.07,44.59,43.41,21.78,20.95,21.63
Gross Margin,76.63,75.66,77.93,43.09,62.54,75.93,55.41,56.59,78.22,79.05,78.37
SG&A,34.89,34.3,34.19,2.68,,,,,,,
R&D,,,,,,,,,,,
Other,33.07,32.52,34.51,30.81,53.52,67.17,47.12,47.95,69.23,68.82,68.08
Operating Margin,9.75,9.65,9.98,10.08,9.57,9.36,9.25,10.87,9.49,10.68,10.76
Net Int Inc & Other,-2.24,-2.38,-2.18,-2.0,-1.65,-1.71,-1.6,-1.74,-1.48,-1.45,-1.25
EBT Margin,7.51,7.28,7.8,8.08,7.91,7.65,7.65,9.13,8.0,9.23,9.51
