Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,0.28,-9.12,15.64,6.29,1.95,-4.11,9.1,-3.37,-16.29,16.09,
3-Year Average,10.34,8.03,1.76,3.76,7.81,1.28,2.17,0.36,-4.08,-2.08,
5-Year Average,11.3,7.58,7.14,9.16,2.69,1.77,5.56,1.84,-2.91,-0.36,
10-Year Average,10.2,9.94,11.24,11.22,9.24,6.43,6.57,4.46,2.95,1.16,
