Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,31.3,6.08,8.91,32.79,13.9,7.14,0.51,-6.02,-9.13,0.84,6.82
3-Year Average,24.94,20.67,14.9,15.33,18.1,17.46,7.04,0.4,-4.96,-4.86,
5-Year Average,17.92,16.58,17.64,20.5,18.07,13.36,12.14,8.89,0.93,-1.5,
10-Year Average,20.22,16.08,11.39,12.29,14.4,15.62,14.34,13.18,10.28,7.84,
