Key Efficiency Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Days Sales Outstanding,,,,,25.13,24.18,26.98,28.48,31.76,41.17,30.67
Days Inventory,,,,,,,,,,,
Payables Period,,,,,8.02,7.77,8.99,9.6,11.22,15.19,
Cash Conversion Cycle,,,,,,,,,,,
Receivables Turnover,,,,,14.53,15.1,13.53,12.81,11.49,8.87,11.9
Inventory Turnover,,,,,,,,,,,
Fixed Assets Turnover,,,,,23.29,25.62,25.91,28.01,30.3,23.14,31.04
Asset Turnover,,,,,1.86,2.01,1.83,1.71,1.59,0.55,0.71
