Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,41.23,9.69,-66.21,216.14,83.3,14.23,-6.86,43.03,-3.8,-1.12,
3-Year Average,84.72,18.69,-19.41,5.42,25.1,87.76,24.93,15.02,8.62,10.81,
5-Year Average,21.87,69.1,18.49,12.3,24.85,19.66,15.81,54.55,21.82,7.68,
10-Year Average,,-1.19,-15.93,-7.2,26.82,20.76,39.94,35.33,16.96,15.94,
