Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,26.84,39.88,-5.76,12.68,23.34,0.92,-1.67,3.35,1.73,2.37,11.25
3-Year Average,12.04,20.18,18.69,14.1,9.41,11.94,6.97,0.85,1.11,2.48,
5-Year Average,2.32,10.47,13.14,13.01,18.37,13.08,5.38,7.35,5.17,1.32,
10-Year Average,2.94,4.63,3.33,3.94,7.88,7.57,7.9,10.21,9.02,9.52,
