Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,45.61,106.02,53.8,23.57,3.69,21.22,4.16,9.11,-0.22,11.93,
3-Year Average,25.14,48.71,66.48,57.62,25.38,15.81,9.4,11.27,4.28,6.81,
5-Year Average,61.73,63.8,44.09,44.27,42.68,37.54,20.0,12.04,7.35,9.0,
10-Year Average,,,,,,49.15,40.2,27.05,24.45,24.71,
