Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,84.44,,,,153.49,-0.01,-23.45,52.95,-1.58,158.9,40.06
3-Year Average,94.54,,,-32.63,,,24.73,5.4,4.84,57.37,
5-Year Average,42.17,,,-5.54,7.41,-4.97,,,23.91,24.43,
10-Year Average,,,,6.98,10.37,16.24,18.6,20.92,8.19,15.61,
