Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,88.57,81.67,82.4,81.8,82.08,83.93,81.48,80.96,80.52,80.07,79.11
Gross Margin,11.43,18.33,17.6,18.2,17.92,16.07,18.52,19.04,19.48,19.93,20.89
SG&A,,5.87,6.11,6.05,6.21,7.17,6.59,6.43,6.2,6.19,6.48
R&D,,,,,,,,,,,
Other,,,,,,6.43,,,,,
Operating Margin,11.43,12.47,11.49,12.15,11.71,2.47,11.93,12.61,13.28,13.74,14.4
Net Int Inc & Other,-0.24,-0.17,-0.51,-0.48,-0.33,-0.94,-0.25,-0.28,-0.24,-0.25,-0.31
EBT Margin,11.19,12.3,10.98,11.67,11.38,1.53,11.67,12.32,13.04,13.49,14.09
