Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,50.98,48.78,42.02,39.06,46.72,44.05,39.63,42.48,40.57,43.74,42.97
Gross Margin,49.02,51.22,57.98,60.94,53.28,55.95,60.37,57.52,59.43,56.26,57.03
SG&A,,,,,24.45,26.41,28.53,28.73,36.57,29.58,30.56
R&D,,,,,,,,,,,
Other,46.94,17.57,31.42,27.15,1.99,2.1,2.43,3.13,-12.23,0.41,-3.99
Operating Margin,0.19,29.27,26.98,34.03,26.85,27.44,29.4,25.66,35.09,26.27,30.47
Net Int Inc & Other,-17.8,-18.13,-8.61,-8.22,-3.54,-3.37,-2.88,-2.33,-3.68,-3.48,-3.48
EBT Margin,-17.61,11.14,18.38,25.81,23.31,24.08,26.52,23.33,31.4,22.79,26.99
