Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,55.28,-15.18,58.64,5.45,-71.22,306.41,1.89,-50.15,117.39,12.86,10.89
3-Year Average,,-0.41,27.84,12.37,-21.62,7.24,6.03,27.32,3.36,6.94,
5-Year Average,2.97,,,10.57,-8.71,10.66,14.8,-8.93,5.25,38.32,
10-Year Average,0.37,-1.16,,1.52,-10.56,6.75,,,7.88,12.37,
