Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,20.25,19.11,18.81,17.39,17.21,17.48,17.03,16.39,15.62,14.86,13.95
Gross Margin,79.75,80.89,81.19,82.61,82.79,82.52,82.97,83.61,84.38,85.14,86.05
SG&A,29.87,28.2,26.56,26.73,26.08,25.71,25.42,26.32,26.9,27.27,29.75
R&D,14.66,14.97,15.45,15.34,15.7,16.62,17.58,17.67,17.91,18.52,18.72
Other,2.32,2.24,3.69,2.76,2.6,3.31,2.6,2.5,2.06,1.29,1.19
Operating Margin,32.9,35.48,35.5,37.79,38.41,36.87,37.37,37.12,37.52,38.06,36.39
Net Int Inc & Other,-0.65,-0.64,-1.92,-0.5,-0.1,-0.09,0.07,0.07,0.33,0.41,0.42
EBT Margin,32.25,34.85,33.57,37.29,38.3,36.78,37.44,37.19,37.84,38.48,36.8
