Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,2.82,28.08,7.49,17.91,17.3,14.03,9.78,2.87,14.53,19.02,27.42
3-Year Average,10.06,17.59,12.28,17.53,14.13,16.4,13.66,8.8,8.95,11.93,
5-Year Average,17.57,18.66,12.92,15.56,14.38,16.77,13.23,12.24,11.59,11.91,
10-Year Average,,,17.23,16.61,17.7,17.17,15.91,12.58,13.56,13.14,
