Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,63.34,64.08,64.09,63.86,65.12,64.23,64.77,64.73,64.48,64.76,64.84
Gross Margin,36.66,35.92,35.91,36.14,34.88,35.77,35.23,35.27,35.52,35.24,35.16
SG&A,13.05,12.78,12.03,12.52,12.89,13.08,12.51,12.49,12.08,12.5,12.27
R&D,8.13,7.13,7.35,6.96,6.98,7.46,7.18,7.24,7.0,6.79,6.67
Other,2.88,3.18,3.7,2.91,2.29,1.61,1.15,1.63,2.28,2.95,3.06
Operating Margin,12.6,12.83,12.83,13.75,12.72,13.63,14.39,13.91,14.16,12.99,13.16
Net Int Inc & Other,1.78,0.38,-0.04,-0.84,-0.27,-0.03,-0.18,-0.17,-0.07,0.04,-0.04
EBT Margin,14.39,13.2,12.79,12.91,12.45,13.6,14.21,13.74,14.09,13.04,13.12
