Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-4.05,-10.01,-21.71,-0.47,6.08,2.58,26.97,6.19,3.44,11.0,6.73
3-Year Average,8.86,1.03,-12.24,-11.16,-6.15,2.7,11.38,11.42,11.72,6.83,
5-Year Average,10.9,6.4,-1.89,-4.28,-6.52,-5.27,1.49,7.87,8.7,9.69,
10-Year Average,14.84,9.97,5.65,5.03,5.05,2.5,3.92,2.87,2.0,1.26,
