Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-11.03,,,,26.27,8.03,3.04,16.72,11.52,14.36,-13.95
3-Year Average,,,2.55,6.63,,10.9,12.02,9.12,10.28,14.18,
5-Year Average,,,,,6.37,10.58,,10.41,12.84,10.63,
10-Year Average,,,,,,,,,,8.48,
