Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,84.44,20.47,0.68,8.63,73.57,40.81,13.07,9.46,6.85,4.78,3.78
3-Year Average,49.09,42.0,30.79,9.63,23.82,38.47,40.33,20.34,9.76,7.01,
5-Year Average,31.44,35.31,32.08,25.65,33.36,26.35,24.76,26.86,26.44,14.3,
10-Year Average,-13.03,20.02,14.91,15.42,24.05,28.87,29.93,29.44,26.04,23.46,
