Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-10.82,210.22,45.04,-20.26,11.44,34.45,11.69,-20.5,-81.05,240.6,
3-Year Average,,49.14,58.91,53.09,8.83,6.11,18.73,6.08,-44.79,-19.94,
5-Year Average,,,,30.85,28.95,39.99,14.12,1.19,-24.08,-5.08,
10-Year Average,,,,,,,,,-0.33,10.64,
