Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-4.32,22.44,-5.27,8.71,-27.46,12.21,27.44,18.02,-5.6,7.34,
3-Year Average,7.52,7.54,3.53,8.03,-9.27,-4.0,1.23,19.06,12.39,6.14,
5-Year Average,9.9,12.46,7.59,5.07,-2.63,0.52,1.33,5.88,2.93,11.33,
10-Year Average,12.34,15.52,11.4,10.76,5.49,5.1,6.75,6.73,4.0,4.11,
