Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-1.23,113.43,-19.81,-46.51,-57.61,201.28,,,,,-58.27
3-Year Average,29.52,125.32,19.12,-2.9,-43.35,-11.93,,-33.44,,,
5-Year Average,,-9.28,30.04,37.45,-17.45,3.18,,-41.79,,,
10-Year Average,,,,14.85,1.56,,,-12.99,,,
